ProfessorID,Type,Authors,Paper_Title,Year,Journal_Conference,Processed_Title,Keywords
80,Journal,"4- Vakilzadeh A, Bagheri Sarvestani A, Kamali R, Javarherdeh K (2024/7)",A Numerical Simulation of Reciprocating Blood Pump: Effect of Valve Movement and Leakage Flow on Hemolytic Performance ,,,numerical simulation reciprocating blood pump effect valve movement leakage flow hemolytic performance,
80,Journal,"5- Kulivand A, Kamali R (2024/7)",Liquid-liquid Taylor flow heat transfer: Correlations for predicting Nusselt number and pressure drop based on four independent variables ,,,liquid liquid taylor flow heat transfer correlations predicting nusselt number pressure drop based four independent variables,based
80,Journal,"6- Eslami F, Kamali R (2024/6)",Developing machine learning models with metaheuristic algorithms for droplet size prediction in a microfluidic microchannel ,,,developing machine learning models metaheuristic algorithms droplet size prediction microfluidic microchannel,
80,Journal,"7- Vakilzadeh A, Bagheri Sarvestani A, Javarherdeh K, Kamali R, Panchal S (2024/5)",Heat transfer and fluid flow in a PCM-filled enclosure: Effect of heated wall configuration ,,,heat transfer fluid flow pcm filled enclosure effect heated wall configuration,
80,Journal,"8- حديدي , Kamali R, Al- Bahrani M, زندي (2024/5)",Fast electrokinetic mixing in microflows with different electrical conductivities ,,,fast electrokinetic mixing microflows different electrical conductivities,
80,Journal,"9- Mehboodi D, Kamali R, Kheirati Ronizi S, Sina س (2024/1)",Flow and Heat Transfer in Two-Phase Flow Immiscible Droplets in Microchannels ,,,flow heat transfer two phase flow immiscible droplets microchannels,
80,Journal,"10- Beiki A, Kamali R (2023/12)",Parametric Study of Convolution Autoencoder for Reduced-Order Modeling of Turbulent Flow ,,,parametric study convolution autoencoder reduced order modeling turbulent flow,study
80,Journal,"11- Vakilzadeh A, Bagheri Sarvestani A, Osloob R, Kamali R (2023/11)",Sensitivity analysis of kinetic theory of granular flow (KTGF) and mixture models in terms of involved elemental parameters for two-phase gas-solid flow ,,,sensitivity analysis kinetic theory granular flow ktgf mixture models terms involved elemental parameters two phase gas solid flow,analysis
80,Journal,"12- Beiki A, Kamali R (2023/11)",Novel attention-based convolutional autoencoder and ConvLSTM for reduced-order modeling in fluid mechanics with time derivative architecture ,,,novel attention based convolutional autoencoder convlstm reduced order modeling fluid mechanics time derivative architecture,based
80,Journal,"13- Zare F, Aalaei E, Zare F, Faramarzi M, Kamali R (2022/6)",Targeted drug delivery to the inferior meatus cavity of the nasal airway using a nasal spray device with angled tip ,,,targeted drug delivery inferior meatus cavity nasal airway using nasal spray device angled tip,using
80,Journal,"14- Zare N, Dehghan manshadi M, Kamali R (2022/3)",Simulation and Optimization of an Induced Charge Electrokinetic-Based Micromixer ,,,simulation optimization induced charge electrokinetic based micromixer,based
80,Journal,"15- Tavangar M, Kamali R (2022/10)",PIC-DSMC simulation of nonequilibrium capacitively coupled plasma in low pressure ,,,pic dsmc simulation nonequilibrium capacitively coupled plasma low pressure,
80,Journal,"16- Kheirati Ronizi S, Kamali R, Mehboodi D, Sina س (2022/0)",CFD INVESTIGATION OF TWO-PHASE FLOW ELECTROHYDRODYNAMIC ATOMIZATION OF THE TAYLOR CONE AND LIQUID JET PRIMARY BREAKUP USING THE VOLUME OF FLUID METHOD ,,,cfd investigation two phase flow electrohydrodynamic atomization taylor cone liquid jet primary breakup using volume fluid method,"method, using"
80,Journal,"17- حديدي , Kamali R (2021/7)",Non-equilibrium molecular dynamics study of human aquaporin-2 in the static external electric fields ,,,non equilibrium molecular dynamics study human aquaporin 2 static external electric fields,study
80,Journal,"18- Derakhshanpour K, Kamali R, Eslami M (2021/7)",Improving performance of single and double-layered microchannel heat sinks by cylindrical ribs: A numerical investigation of geometric parameters ,,,improving performance single double layered microchannel heat sinks cylindrical ribs numerical investigation geometric parameters,
80,Journal,"19- حديدي , Kamali R, Binesh A (2021/7)",Investigation of the aquaporin?2 gating mechanism with molecular dynamics simulations ,,,investigation aquaporin 2 gating mechanism molecular dynamics simulations,
80,Journal,"20- Mousavi S, Kamali R, Sotoudeh F, Karimi N, Lee B (2021/6)",Numerical Investigation of the Plasma-Assisted MILD Combustion of a CH4/H2 Fuel Blend Under Various Working Conditions ,,,numerical investigation plasma assisted mild combustion ch4 h2 fuel blend various working conditions,
80,Journal,"21- Nejatolahi M, Golneshan A, Kamali R, Sabbaghi S (2021/5)",Nonequilibrium versus equilibrium molecular dynamics for calculating the thermal conductivity of nanofluids ,,,nonequilibrium versus equilibrium molecular dynamics calculating thermal conductivity nanofluids,
80,Journal,"22- Sotoudeh F, Kamali R, Mousavi S, Karimi N, Lee B, Khojasteh D (2021/4)",Understanding droplet collision with superhydrophobic-hydrophobic–hydrophilic hybrid surfaces ,,,understanding droplet collision superhydrophobic hydrophobic hydrophilic hybrid surfaces,
80,Journal,"23- Kamani O, Kamali R (2021/3)",Performance and Aeroacoustic Noise Prediction for an Array of Small-Scale Vertical Axis Wind Turbines ,,,performance aeroacoustic noise prediction array small scale vertical axis wind turbines,
80,Journal,"24- Kheirandish S, Bordbar A, Aalaei E, Kamali R (2021/2)","Thermal Performance Enhancement of Cylindrical Heat Sinks, Numerical Simulation, and Predictive Model ",,,thermal performance enhancement cylindrical heat sinks numerical simulation predictive model,model
80,Journal,"25- Taassob A, Bordbar A, Kheirandish S, Zarnaghsh A, Kamali R, Singh Rana A (2021/11)",A Review of Rarefied Gas Flow in Irregular Micro/Nanochannels ,,,review rarefied gas flow irregular micro nanochannels,
80,Journal,"26- حديدي , Kamali R (2021/10)",Molecular dynamics study of water transport through AQP5-R188C mutant causing palmoplantar keratoderma (PPK) using the gating mechanism concept ,,,molecular dynamics study water transport aqp5 r188c mutant causing palmoplantar keratoderma ppk using gating mechanism concept,"study, using"
80,Journal,"27- Mousavi S, Kamali R, Sotoudeh F, Karimi N, Khojasteh D (2021/1)",Large eddy simulation of pseudo shock structure in a convergent–long divergent duct ,,,large eddy simulation pseudo shock structure convergent long divergent duct,
80,Journal,"28- Mojarab A, Kamali R (2020/8)","Design, optimization and numerical simulation of a MicroFlow sensor in the realistic model of human aorta ",,,design optimization numerical simulation microflow sensor realistic model human aorta,model
80,Journal,"29- Mousavi S, Kamali R (2020/8)",Experimental and numerical investigation of a new active control method to suppression of vortex shedding and reduction of sound pressure level of a circular cylinder ,,,experimental numerical investigation new active control method suppression vortex shedding reduction sound pressure level circular cylinder,"method, new, control"
80,Journal,"30- Mousavi S, Kamali R (2020/7)",Mathematical Modelling of the Vortex Shedding structure and Sound Pressure Level of a Large wind Turbine Tower ,,,mathematical modelling vortex shedding structure sound pressure level large wind turbine tower,
80,Journal,"31- Bordbar A, Kheirandish S, Taassob A, Kamali R, Ebrahimi A (2020/6)",High-viscosity liquid mixing in a slug-flow micromixer: a numerical study ,,,high viscosity liquid mixing slug flow micromixer numerical study,study
80,Journal,"32- Sabz M, Kamali R, Ahmadizade S (2020/6)",Controlled Release of Magnetic Particles for Drug Delivery in the Human Lung ,,,controlled release magnetic particles drug delivery human lung,
80,Journal,"33- Khojasteh D, Dehghan manshadi M, Mousavi S, Sotoudeh F, Kamali R, Bordbar A (2020/4)",Electrically modulated droplet impingement onto hydrophilic and (super)hydrophobic solid surfaces ,,,electrically modulated droplet impingement onto hydrophilic super hydrophobic solid surfaces,
80,Journal,"34- Majlesara jahromi M, Abouali O, Kamali R, نيازي اردکاني , Brandt L (2020/3)",Numerical study of hot and cold spheroidal particles in a viscous fluid ,,,numerical study hot cold spheroidal particles viscous fluid,study
80,Journal,"35- حديدي , Kamali R, Dehghan Manshadi M (2020/3)",Numerical simulation of a novel non-uniform electric field design to enhance the electrocoalescence of droplets ,,,numerical simulation novel non uniform electric field design enhance electrocoalescence droplets,
80,Journal,"36- Saadat M, Dehghan Manshadi M, Mohammadi M, Zare M, Zarei M, Kamali R, Zarei M (2020/12)",Magnetic particle targeting for diagnosis and therapy of lung cancers ,,,magnetic particle targeting diagnosis therapy lung cancers,
80,Journal,"37- Derakhshanpour K, Kamali R, Eslami M (2020/12)",Effect of rib shape and fillet radius on thermal-hydrodynamic performance of microchannel heat sinks: A CFD study ,,,effect rib shape fillet radius thermal hydrodynamic performance microchannel heat sinks cfd study,study
80,Journal,"38- حديدي , Kamali R (2020/12)",Non-equilibrium molecular dynamics simulations of water transport through plate- and hourglass-shaped CNTs in the presence of pressure difference and electric field ,,,non equilibrium molecular dynamics simulations water transport plate hourglass shaped cnts presence pressure difference electric field,
80,Journal,"39- Mousavi S, Kamali R, Sotoudeh F, Karimi N, In-Seuck J (2020/11)",Numerical investigation of the effects of swirling hot co-flow on MILD combustion of a hydrogen-methane blend ,,,numerical investigation effects swirling hot co flow mild combustion hydrogen methane blend,
80,Journal,"40- حديدي , Kamali R, Binesh A (2020/10)",Dynamics and energetics of water transport through aquaporin mutants causing nephrogenic diabetes insipidus (NDI): A molecular dynamics study ,,,dynamics energetics water transport aquaporin mutants causing nephrogenic diabetes insipidus ndi molecular dynamics study,study
80,Journal,"41- Majlesara jahromi M, Abouali O, Kamali R (2020/0)",Fully resolved numerical simulation of free convection of falling spherical particles in sedimentation transports using immersed boundary method ,,,fully resolved numerical simulation free convection falling spherical particles sedimentation transports using immersed boundary method,"method, using"
80,Journal,"42- Mansurian M, Kamali R (2019/9)",Modifying the constant coefficients of Eddy-dissipation concept model in moderate or intense low-oxygen dilution combustion using inverse problem methodology ,,,modifying constant coefficients eddy dissipation concept model moderate intense low oxygen dilution combustion using inverse problem methodology,"model, using"
80,Journal,"43- Mansurian M, Kamali R, Jeung I (2019/9)",Numerical investigation of embedding some hot obstacles in a low speed reacting flow of the moderate or intense low-oxygen dilution in a jet-in-hot-coflow ,,,numerical investigation embedding hot obstacles low speed reacting flow moderate intense low oxygen dilution jet hot coflow,
80,Journal,"44- Sotoudeh F, Kamali R, Mousavi S (2019/8)",Field tests and numerical modeling of INVELOX wind turbine application in low wind speed region ,,,field tests numerical modeling invelox wind turbine application low wind speed region,
80,Journal,"45- Ostad M, Kamali R (2019/5)",An Investigation on the Effect of Blade Tip Clearance on the Performance of a Single-Stage Axial Compressor ,,,investigation effect blade tip clearance performance single stage axial compressor,
80,Journal,"46- Sabz M, Kamali R, Ahmadizade S (2019/4)",Numerical simulation of magnetic drug targeting to a tumor in the simplified model of the human lung ,,,numerical simulation magnetic drug targeting tumor simplified model human lung,model
80,Journal,"47- Dehghan Manshadi M, Nikookar H, Saadat M, Kamali R (2019/3)",Numerical analysis of non-uniform electric field effects on induced charge electrokinetics flow with application in micromixers ,,,numerical analysis non uniform electric field effects induced charge electrokinetics flow application micromixers,analysis
